EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,,
E02148,CHRISTOPHER VEGA,Engineering Manager,Engineering,Research & Development,Male,Latino,54,27-10-2007,"$1,06,313 ",15% ,United States,Chicago,,,
E02153,PEYTON VASQUEZ,Analyst,Accounting,Corporate,Female,Latino,26,24-01-2019,"$55,767 ",0% ,United States,Phoenix,,,
E02166,JOHN SOTO,Sr. Manger,Finance,Manufacturing,Male,Latino,60,23-09-2015,"$1,41,899 ",15% ,United States,Phoenix,,,
E02179,PEYTON OWENS,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,25-09-2014,"$96,693 ",0% ,United States,Chicago,,,
E02183,SARAH AYALA,Analyst,Sales,Corporate,Female,Latino,47,09-06-2015,"$41,429 ",0% ,United States,Seattle,,,
E02185,WYATT ROJAS,Computer Systems Manager,IT,Corporate,Male,Latino,32,20-03-2013,"$79,921 ",5% ,United States,Austin,,,
E02189,ISLA CHAVEZ,Account Representative,Sales,Research & Development,Female,Latino,29,19-05-2018,"$65,334 ",0% ,Brazil,Rio de Janerio,,,
E02190,GABRIEL CARTER,Test Engineer,Engineering,Manufacturing,Male,Caucasian,57,18-07-2018,"$71,167 ",0% ,United States,Columbus,,,
E02191,MARIA SUN,Director,Sales,Corporate,Female,Asian,25,19-12-2021,"$1,50,666 ",23% ,China,Chengdu,,,
E02192,LUCY AVILA,Solutions Architect,IT,Speciality Products,Female,Latino,43,22-04-2010,"$76,912 ",0% ,Brazil,Sao Paulo,,,
E02193,JOSEPHINE ACOSTA,Director,Human Resources,Speciality Products,Female,Latino,40,20-09-2020,"$1,98,176 ",17% ,Brazil,Manaus,,,
E02202,EMILIA BAILEY,Vice President,Accounting,Speciality Products,Female,Caucasian,41,09-08-2012,"$2,45,360 ",37% ,United States,Austin,,,
E02206,JOSE HENDERSON,Director,Human Resources,Speciality Products,Male,Black,41,17-04-2015,"$1,52,239 ",23% ,United States,Columbus,,,
E02216,CALEB MARQUEZ,IT Systems Architect,IT,Research & Development,Male,Latino,29,15-10-2019,"$66,819 ",0% ,Brazil,Rio de Janerio,,,
E02217,WILLIAM PHILLIPS,Network Architect,IT,Corporate,Male,Black,61,27-01-2004,"$88,478 ",0% ,United States,Austin,,,
E02221,JULIAN DELGADO,Systems Analyst,IT,Speciality Products,Male,Latino,29,19-05-2016,"$52,693 ",0% ,Brazil,Rio de Janerio,,,
E02227,SOFIA PARKER,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,36,30-05-2014,"$99,080 ",0% ,United States,Chicago,,,
E02235,RILEY RAMIREZ,Sr. Business Partner,Human Resources,Research & Development,Female,Latino,52,13-09-1999,"$92,994 ",0% ,United States,Chicago,,,
E02249,ALLISON DANIELS,Manager,Finance,Manufacturing,Female,Caucasian,37,14-04-2020,"$1,03,524 ",9% ,United States,Phoenix,,,
E02252,LILLIAN PARK,Analyst,Marketing,Research & Development,Female,Asian,40,24-02-2021,"$46,833 ",0% ,China,Chengdu,10-11-2021,,
E02254,JAXSON SANDOVAL,Sr. Analyst,Sales,Speciality Products,Male,Latino,61,03-05-2017,"$90,855 ",0% ,Brazil,Sao Paulo,,,
E02258,ELIZA CHEN,Enterprise Architect,IT,Research & Development,Female,Asian,36,29-04-2016,"$75,862 ",0% ,United States,Austin,,,
E02259,EMILY LAU,Sr. Analyst,Finance,Manufacturing,Female,Asian,35,18-03-2019,"$74,779 ",0% ,United States,Phoenix,,,
E02274,ISABELLA BAILEY,Network Administrator,IT,Manufacturing,Female,Caucasian,36,23-08-2010,"$61,310 ",0% ,United States,Phoenix,,,
E02276,HAZEL GRIFFIN,Field Engineer,Engineering,Corporate,Female,Caucasian,32,09-11-2015,"$65,247 ",0% ,United States,Phoenix,,,
E02283,JAXON PARK,Network Architect,IT,Manufacturing,Male,Asian,33,24-07-2020,"$69,453 ",0% ,China,Chengdu,,,
E02284,JOSEPHINE SALAZAR,Field Engineer,Engineering,Speciality Products,Female,Latino,36,14-03-2016,"$85,870 ",0% ,Brazil,Sao Paulo,,,
E02285,ARIA XI,Director,Sales,Research & Development,Female,Asian,45,01-03-2002,"$1,65,181 ",16% ,United States,Seattle,,,
E02295,AXEL JORDAN,Analyst,Sales,Corporate,Male,Caucasian,47,28-02-2013,"$54,635 ",0% ,United States,Chicago,,,
E02298,EMILY DOAN,Engineering Manager,Engineering,Corporate,Female,Asian,32,04-12-2014,"$99,202 ",11% ,United States,Phoenix,,,
E02307,SKYLAR EVANS,Director,Accounting,Research & Development,Female,Caucasian,42,04-06-2009,"$1,74,099 ",26% ,United States,Austin,,,
E02310,JORDAN PHILLIPS,Vice President,Human Resources,Corporate,Male,Black,45,12-12-2010,"$1,90,512 ",32% ,United States,Columbus,,,
E02313,JEREMIAH LU,Network Architect,IT,Manufacturing,Male,Asian,50,06-03-2001,"$73,907 ",0% ,China,Shanghai,,,
E02331,SOPHIA HUYNH,Enterprise Architect,IT,Manufacturing,Female,Asian,55,09-08-2005,"$92,771 ",0% ,United States,Miami,,,
E02333,JAXSON WRIGHT,Service Desk Analyst,IT,Manufacturing,Male,Black,54,28-12-2010,"$64,417 ",0% ,United States,Columbus,,,
E02337,EMMA CAO,Analyst,Accounting,Corporate,Female,Asian,27,24-08-2019,"$50,809 ",0% ,China,Chongqing,,,
E02363,ELIZA LIANG,Sr. Manger,Human Resources,Speciality Products,Female,Asian,36,11-03-2010,"$1,34,006 ",13% ,China,Beijing,,,
E02375,LINCOLN HUYNH,Sr. Manger,Finance,Manufacturing,Male,Asian,63,08-02-2002,"$1,28,703 ",13% ,United States,Austin,,,
E02378,AUDREY SMITH,Field Engineer,Engineering,Research & Development,Female,Caucasian,58,27-10-1995,"$70,189 ",0% ,United States,Columbus,,,
E02387,EMILY DAVIS,Sr. Manger,IT,Research & Development,Female,Black,55,08-04-2016,"$1,41,604 ",15% ,United States,Seattle,16-10-2021,,
E02391,NATALIA SANTOS,Vice President,Human Resources,Speciality Products,Female,Latino,45,25-02-2019,"$2,49,801 ",39% ,Brazil,Sao Paulo,,,
E02415,PENELOPE GONZALEZ,Sr. Analyst,Sales,Corporate,Female,Latino,52,16-10-1994,"$93,103 ",0% ,United States,Phoenix,,,
E02417,ALICE YOUNG,Automation Engineer,Engineering,Research & Development,Female,Caucasian,46,24-01-2008,"$91,621 ",0% ,United States,Chicago,,,
E02420,MADISON LI,Director,Marketing,Manufacturing,Female,Asian,35,06-03-2017,"$1,71,426 ",15% ,China,Beijing,22-09-2017,,
E02421,JORDAN TRUONG,Director,Engineering,Speciality Products,Male,Asian,45,28-08-2014,"$1,83,161 ",22% ,United States,Miami,,,
E02427,ADDISON MEHTA,Manager,Sales,Corporate,Female,Asian,27,15-09-2018,"$1,27,616 ",7% ,United States,Columbus,,,
E02428,CONNOR LUU,Computer Systems Manager,IT,Speciality Products,Male,Asian,35,03-05-2016,"$73,899 ",5% ,China,Chengdu,,,
E02440,GRAYSON TURNER,Solutions Architect,IT,Corporate,Male,Caucasian,54,30-06-1992,"$63,196 ",0% ,United States,Chicago,26-10-2014,,
E02453,DYLAN KUMAR,Sr. Analyst,Marketing,Speciality Products,Male,Asian,55,11-07-2006,"$93,343 ",0% ,China,Chongqing,,,
E02464,SOPHIE SILVA,Vice President,Engineering,Corporate,Female,Latino,28,06-07-2017,"$2,40,488 ",40% ,Brazil,Rio de Janerio,,,
E02468,ELLA HUANG,Vice President,Marketing,Corporate,Female,Asian,45,28-02-2016,"$2,11,637 ",31% ,United States,Chicago,,,
E02473,LEONARDO LO,Quality Engineer,Engineering,Speciality Products,Male,Asian,29,15-11-2021,"$91,782 ",0% ,China,Chongqing,,,
E02477,AMELIA BUI,Director,Engineering,Speciality Products,Female,Asian,46,21-10-2020,"$1,51,853 ",16% ,China,Chengdu,,,
E02478,ALEXANDER MORRIS,Manager,Sales,Speciality Products,Male,Caucasian,33,21-06-2013,"$1,19,631 ",6% ,United States,Phoenix,,,
E02489,ETHAN CLARK,Sr. Business Partner,Human Resources,Manufacturing,Male,Caucasian,33,04-08-2017,"$92,610 ",0% ,United States,Columbus,,,
E02492,SEBASTIAN GUPTA,Sr. Analyst,Marketing,Corporate,Male,Asian,40,22-09-2014,"$73,779 ",0% ,China,Chongqing,09-05-2019,,
E02521,LILY NGUYEN,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,28-01-2012,"$95,960 ",0% ,China,Chengdu,,,
E02522,SILAS RIVERA,Vice President,Sales,Corporate,Male,Latino,48,28-02-2000,"$2,58,081 ",30% ,United States,Chicago,,,
E02531,JAMESON FOSTER,Analyst,Marketing,Manufacturing,Male,Caucasian,28,18-07-2021,"$43,391 ",0% ,United States,Columbus,,,
E02534,VICTORIA JOHNSON,Sr. Manger,Accounting,Corporate,Female,Caucasian,55,28-05-2004,"$1,59,885 ",12% ,United States,Columbus,,,
E02535,CAROLINE PEREZ,Controls Engineer,Engineering,Corporate,Female,Latino,29,14-01-2018,"$80,516 ",0% ,Brazil,Sao Paulo,,,
E02554,JOSHUA RAMIREZ,Vice President,Human Resources,Corporate,Male,Latino,44,10-09-2007,"$1,81,247 ",33% ,Brazil,Sao Paulo,,,
E02555,LANDON LOPEZ,Sr. Analyst,Accounting,Manufacturing,Male,Latino,38,05-07-2008,"$78,056 ",0% ,Brazil,Sao Paulo,,,
E02558,JOSE RICHARDSON,Director,Marketing,Research & Development,Male,Caucasian,26,15-10-2019,"$1,51,556 ",20% ,United States,Miami,,,
E02561,SAMANTHA VARGAS,Director,Human Resources,Corporate,Female,Latino,53,21-07-2006,"$1,51,246 ",21% ,Brazil,Sao Paulo,,,
E02562,CHRISTIAN MEDINA,Analyst,Marketing,Corporate,Male,Latino,51,19-06-2007,"$45,206 ",0% ,United States,Columbus,,,
E02563,EMILY CLARK,Vice President,Accounting,Corporate,Female,Caucasian,36,13-01-2020,"$2,53,294 ",40% ,United States,Miami,,,
E02572,LUNA SANDERS,Director,Finance,Speciality Products,Female,Caucasian,50,26-10-2006,"$1,63,099 ",20% ,United States,Chicago,,,
E02576,GIANNA HA,Manager,IT,Research & Development,Female,Asian,55,08-02-2005,"$1,15,145 ",5% ,China,Chongqing,,,
E02594,EZEKIEL KUMAR,IT Coordinator,,Research & Development,Male,Asian,28,25-06-2017,"$54,775 ",0% ,United States,Columbus,,,
E02599,DANIEL HUANG,Vice President,Human Resources,Corporate,Male,Asian,31,03-09-2015,"$2,50,953 ",34% ,United States,Columbus,,,
E02604,BROOKLYN COLLINS,Sr. Manger,Finance,Corporate,Female,Black,59,27-10-2018,"$1,39,208 ",11% ,United States,Austin,,,
E02613,JOHN JUNG,Sr. Analyst,Sales,Speciality Products,Male,Asian,63,12-03-2018,"$73,200 ",0% ,China,Shanghai,,,
E02627,PARKER AVILA,Analyst II,Marketing,Manufacturing,Male,Latino,47,28-11-2005,"$62,749 ",0% ,Brazil,Manaus,,,
E02628,NORA NELSON,Analyst II,Finance,Manufacturing,Female,Caucasian,41,09-01-2007,"$50,685 ",0% ,United States,Columbus,,,
E02632,ALICE SOTO,Analyst,Accounting,Corporate,Female,Latino,56,13-04-1995,"$50,857 ",0% ,Brazil,Manaus,,,
E02633,ALLISON ROBERTS,Vice President,Sales,Manufacturing,Female,Black,54,19-08-2000,"$2,22,224 ",38% ,United States,Columbus,,,
E02639,HADLEY PARKER,Vice President,Marketing,Corporate,Female,Black,30,21-09-2016,"$2,21,217 ",32% ,United States,Columbus,25-09-2017,,
E02642,SEBASTIAN ROGERS,HRIS Analyst,Human Resources,Research & Development,Male,Caucasian,38,29-11-2019,"$69,647 ",0% ,United States,Miami,20-04-2022,,
E02649,CHARLES GONZALEZ,Quality Engineer,Engineering,Research & Development,Male,Latino,27,28-09-2018,"$64,247 ",0% ,Brazil,Rio de Janerio,,,
E02652,NATHAN SUN,Manager,Accounting,Speciality Products,Male,Asian,63,29-07-2015,"$1,03,724 ",5% ,China,Shanghai,,,
E02661,MAYA CHAN,Controls Engineer,Engineering,Speciality Products,Female,Asian,37,13-02-2013,"$1,24,827 ",0% ,China,Beijing,,,
E02665,BELLA BUTLER,Sr. Manger,Finance,Manufacturing,Female,Black,33,25-10-2019,"$1,31,652 ",11% ,United States,Seattle,,,
E02678,NICHOLAS RIVERA,Director,Engineering,Corporate,Male,Latino,45,13-04-2007,"$1,89,680 ",23% ,Brazil,Sao Paulo,,,
E02681,CAROLINE OWENS,Director,IT,Speciality Products,Female,Caucasian,26,26-07-2021,"$1,51,108 ",22% ,United States,Phoenix,,,
E02684,AARON MALDONADO,Analyst II,Finance,Manufacturing,Male,Latino,39,17-09-2008,"$62,861 ",0% ,United States,Seattle,,,
E02687,CAROLINE NELSON,Vice President,Finance,Corporate,Female,Caucasian,36,11-01-2014,"$2,02,323 ",39% ,United States,Chicago,,,
E02693,GRACE CAMPOS,Director,Engineering,Research & Development,Female,Latino,37,21-03-2008,"$1,56,277 ",22% ,Brazil,Manaus,,,
E02696,RYAN LU,Development Engineer,Engineering,Speciality Products,Male,Asian,25,08-07-2021,"$67,275 ",0% ,United States,Columbus,,,
E02703,AUSTIN VANG,Manager,Marketing,Speciality Products,Male,Asian,49,20-05-2018,"$1,19,397 ",9% ,China,Beijing,14-03-2019,,
E02706,NEVAEH KANG,Automation Engineer,Engineering,Research & Development,Female,Asian,46,10-01-2021,"$86,538 ",0% ,China,Chengdu,,,
E02710,SILAS HUANG,Engineering Manager,Engineering,Research & Development,Male,Asian,57,09-01-1992,"$1,11,299 ",12% ,United States,Miami,,,
E02716,DOMINIC DINH,Sr. Manger,Marketing,Speciality Products,Male,Asian,45,11-04-2005,"$1,28,468 ",11% ,United States,Chicago,,,
E02720,JAXON FONG,Sr. Analyst,Sales,Speciality Products,Male,Asian,59,13-03-1997,"$83,685 ",0% ,China,Beijing,,,
E02728,THOMAS CHANG,Sr. Analyst,Accounting,Research & Development,Male,Asian,34,26-07-2011,"$97,231 ",0% ,China,Beijing,,,
E02730,AXEL SOTO,Quality Engineer,Engineering,Corporate,Male,Latino,46,22-04-2005,"$96,639 ",0% ,Brazil,Rio de Janerio,,,
E02732,ALICE TRAN,Analyst,Marketing,Corporate,Female,Asian,39,29-07-2014,"$40,897 ",0% ,United States,Seattle,,,
E02744,DYLAN PADILLA,HRIS Analyst,Human Resources,Manufacturing,Male,Latino,31,09-12-2015,"$73,854 ",0% ,United States,Seattle,,,
E02747,KINSLEY ACOSTA,Vice President,IT,Speciality Products,Female,Latino,32,22-07-2020,"$1,92,749 ",31% ,United States,Chicago,,,
E02748,GENESIS ZHU,Director,Finance,Speciality Products,Female,Asian,34,20-07-2020,"$1,84,960 ",18% ,United States,Seattle,,,
E02761,LUCA DUONG,Manager,Human Resources,Research & Development,Male,Asian,48,30-06-2004,"$1,20,660 ",7% ,China,Chengdu,,,
E02769,ELIZA ADAMS,Account Representative,Sales,Manufacturing,Female,Caucasian,26,21-11-2021,"$63,137 ",0% ,United States,Chicago,,,
E02770,LILIANA DO,Service Desk Analyst,IT,Manufacturing,Female,Asian,30,29-03-2019,"$86,774 ",0% ,China,Chengdu,,,
E02781,ATHENA VU,Director,Accounting,Manufacturing,Female,Asian,63,06-03-2007,"$1,93,044 ",15% ,United States,Miami,,,
E02783,LEVI MENDEZ,Vice President,Sales,Research & Development,Male,Latino,39,23-08-2011,"$2,49,506 ",30% ,Brazil,Rio de Janerio,,,
E02791,AUBREY ROMERO,Director,Sales,Corporate,Female,Latino,49,02-04-1998,"$1,60,832 ",30% ,United States,Phoenix,,,
E02798,CHARLES HENDERSON,Systems Analyst,IT,Speciality Products,Male,Caucasian,48,11-02-2002,"$43,080 ",0% ,United States,Austin,,,
E02800,EVA ESTRADA,Sr. Manger,Sales,Speciality Products,Female,Latino,45,24-07-2018,"$1,48,991 ",12% ,Brazil,Sao Paulo,,,
E02801,SANTIAGO F BROOKS,Sr. Manger,Sales,Corporate,Male,Black,51,01-09-2000,"$1,57,487 ",12% ,United States,Phoenix,,,
E02802,MATTHEW CHAU,Sr. Business Partner,Human Resources,Research & Development,Male,Asian,53,16-11-2002,"$95,998 ",0% ,United States,Seattle,,,
E02803,ELI SOTO,Analyst,Marketing,Speciality Products,Male,Latino,38,02-05-2016,"$50,784 ",0% ,Brazil,Rio de Janerio,,,
E02810,LAYLA TORRES,Sr. Manger,Finance,Manufacturing,Female,Latino,37,24-02-2013,"$1,57,474 ",11% ,Brazil,Rio de Janerio,,,
E02813,KAI CHOW,Engineering Manager,Engineering,Corporate,Male,Asian,45,12-04-2001,"$95,743 ",15% ,United States,Austin,15-01-2010,,
E02818,AARON GARZA,Director,Sales,Research & Development,Male,Latino,39,27-12-2013,"$1,65,756 ",28% ,United States,Columbus,09-06-2020,,
E02825,WYATT LI,Vice President,Engineering,Manufacturing,Male,Asian,63,03-06-2013,"$2,54,289 ",39% ,United States,Chicago,,,
E02832,PENELOPE JORDAN,Computer Systems Manager,IT,Manufacturing,Female,Caucasian,,27-09-2019,,7% ,United States,Chicago,,,
E02833,ADRIAN FERNANDEZ,Systems Analyst,IT,Research & Development,Male,Latino,45,23-08-2001,"$54,994 ",0% ,United States,Columbus,,,
E02838,JULIA PHAM,Engineering Manager,Engineering,Speciality Products,Female,Asian,65,16-03-2006,"$83,756 ",14% ,China,Shanghai,,,
E02843,LILY PENA,Manager,Human Resources,Speciality Products,Female,Latino,55,24-02-2010,"$1,02,839 ",5% ,United States,Miami,,,
E02844,CHARLES DIAZ,Sr. Manger,Sales,Corporate,Male,Latino,55,16-11-2013,"$1,24,129 ",15% ,Brazil,Sao Paulo,,,
E02846,JULIA MAI,Manager,Marketing,Manufacturing,Female,Asian,50,11-03-2012,"$1,08,134 ",10% ,China,Shanghai,,,
E02848,EMMA BROOKS,Sr. Account Representative,Sales,Research & Development,Female,Caucasian,30,18-12-2016,"$89,458 ",0% ,United States,Austin,,,
E02850,EVELYN DINH,Director,Sales,Research & Development,Female,Asian,41,10-08-2018,"$1,71,173 ",21% ,United States,Columbus,,,
E02855,PIPER CHENG,Enterprise Architect,IT,Manufacturing,Female,Asian,62,15-03-2009,"$82,839 ",0% ,United States,Miami,,,
E02856,AMELIA KAUR,Operations Engineer,Engineering,Research & Development,Female,Asian,30,14-11-2015,"$77,442 ",0% ,United States,Columbus,,,
E02857,MASON JIMENEZ,Sr. Manger,Finance,Speciality Products,Male,Latino,44,08-08-2019,"$1,30,133 ",15% ,United States,Austin,18-05-2022,,
E02861,DANIEL PERRY,Enterprise Architect,IT,Research & Development,Male,Caucasian,62,15-04-2001,"$80,921 ",0% ,United States,Columbus,,,
E02862,PEYTON HUANG,Sr. Manger,IT,Manufacturing,Female,Asian,25,02-07-2021,"$1,25,633 ",11% ,China,Beijing,,,
E02872,LIAM JUNG,Manager,Finance,Corporate,Male,Asian,39,14-01-2010,"$1,03,504 ",7% ,China,Chengdu,,,
E02875,MADELINE SHIN,Computer Systems Manager,IT,Speciality Products,Female,Asian,48,09-01-2007,"$74,546 ",9% ,United States,Seattle,,,
E02877,MILA ALLEN,Controls Engineer,Engineering,Corporate,Female,Caucasian,56,14-10-2015,"$76,272 ",0% ,United States,Miami,22-10-2021,,
E02881,LEILANI SHARMA,Sr. Analyst,Accounting,Manufacturing,Female,Asian,43,23-01-2014,"$92,940 ",0% ,China,Chengdu,,,
E02884,AXEL JOHNSON,Director,Human Resources,Corporate,Male,Caucasian,60,14-04-2015,"$1,55,788 ",17% ,United States,Seattle,,,
E02888,ELIJAH RAMOS,Sr. Manger,IT,Speciality Products,Male,Latino,33,24-12-2012,"$1,32,544 ",10% ,Brazil,Rio de Janerio,,,
E02889,MIA HERRERA,Director,Marketing,Research & Development,Female,Latino,43,16-10-2014,"$1,71,360 ",23% ,Brazil,Manaus,,,
E02895,MILA SOTO,Director,Finance,Research & Development,Female,Latino,65,07-10-2008,"$1,70,221 ",15% ,Brazil,Manaus,,,
E02899,JOSHUA CORTEZ,Sr. Manger,Finance,Corporate,Male,Latino,44,11-08-2007,"$1,26,277 ",13% ,Brazil,Manaus,,,
E02900,ELENA RICHARDSON,Manager,Accounting,Manufacturing,Female,Caucasian,34,03-10-2014,"$1,03,707 ",9% ,United States,Columbus,,,
E02903,ROBERT VAZQUEZ,System Administrator ,IT,Corporate,Male,Latino,40,26-09-2021,"$87,770 ",0% ,United States,Austin,,,
E02907,JOSE SINGH,Sr. Manger,Finance,Speciality Products,Male,Asian,44,06-04-2010,"$1,42,878 ",12% ,United States,Columbus,,,
E02914,MARIA WILSON,Vice President,Engineering,Research & Development,Female,Caucasian,51,14-06-1996,"$2,00,246 ",34% ,United States,Columbus,,,
E02917,EVERETT MORALES,Solutions Architect,IT,Speciality Products,Male,Latino,57,10-07-2014,"$66,649 ",0% ,Brazil,Rio de Janerio,,,
E02920,WILLOW WOODS,Vice President,Human Resources,Speciality Products,Female,Caucasian,28,25-07-2021,"$2,31,850 ",39% ,United States,Miami,,,
E02923,ETHAN TANG,Sr. Analyst,Accounting,Speciality Products,Male,Asian,54,04-05-2016,"$93,668 ",0% ,United States,Chicago,,,
E02938,JOHN TRINH,Director,Marketing,Corporate,Male,Asian,49,26-06-2014,"$1,53,961 ",25% ,China,Shanghai,,,
E02939,JULIAN FONG,Quality Engineer,Engineering,Speciality Products,Male,Asian,61,22-11-2002,"$80,950 ",0% ,China,Chongqing,,,
E02942,DANIEL RICHARDSON,Director,Engineering,Speciality Products,Male,Caucasian,30,20-05-2018,"$1,84,368 ",29% ,United States,Austin,,,
E02943,BELLA LOPEZ,Sr. Analyst,Marketing,Corporate,Female,Latino,32,12-11-2013,"$88,895 ",0% ,United States,Chicago,,,
E02944,JOSHUA FONG,Vice President,Engineering,Speciality Products,Male,Asian,47,11-06-2012,"$2,22,941 ",39% ,China,Beijing,,,
E02960,NOVA HILL,Sr. Analyst,Accounting,Manufacturing,Female,Caucasian,56,10-03-2018,"$90,040 ",0% ,United States,Chicago,,,
E02965,ANDREW DO,Sr. Manger,Finance,Research & Development,Male,Asian,43,17-04-2021,"$1,46,140 ",15% ,United States,Seattle,,,
E02966,WILLIAM FOSTER,Field Engineer,Engineering,Manufacturing,Male,Caucasian,58,23-05-2002,"$76,354 ",0% ,United States,Phoenix,26-09-2021,,
E02968,CAROLINE SANTOS,Analyst II,Finance,Research & Development,Female,Latino,25,12-07-2020,"$56,565 ",0% ,Brazil,Sao Paulo,,,
E02971,MIA WU,Enterprise Architect,IT,Corporate,Female,Asian,45,25-08-2013,"$99,169 ",0% ,China,Beijing,,,
E02977,NICHOLAS SONG,Analyst II,Marketing,Manufacturing,Male,Asian,52,23-05-1999,"$68,807 ",0% ,China,Chengdu,30-11-2015,,
E02980,HAILEY SHIN,Director,Human Resources,Corporate,Female,Asian,57,24-10-2016,"$1,76,324 ",23% ,China,Shanghai,,,
E02984,JACK MAI,Sr. Analyst,Marketing,Corporate,Male,Asian,45,22-09-2007,"$92,293 ",0% ,China,Chengdu,,,
E02987,MATEO HARRIS,Manager,IT,Corporate,Male,Caucasian,30,05-08-2017,"$1,19,906 ",5% ,United States,Columbus,,,
E02992,PAISLEY SANDERS,Sr. Manger,Marketing,Speciality Products,Female,Caucasian,55,27-03-2001,"$1,57,812 ",11% ,United States,Miami,,,
E03000,HAILEY HONG,Account Representative,Sales,Research & Development,Female,Asian,33,22-01-2021,"$56,405 ",0% ,United States,Chicago,,,
E03007,ISAAC JOSEPH,Analyst,Sales,Manufacturing,Male,Caucasian,54,24-09-1998,"$58,006 ",0% ,United States,Seattle,,,
E03018,AUTUMN REED,Development Engineer,Engineering,Corporate,Female,Caucasian,37,17-09-2017,"$70,770 ",0% ,United States,Miami,,,
E03025,LUCY ALEXANDER,Director,Engineering,Manufacturing,Female,Caucasian,45,29-10-2014,"$1,89,420 ",20% ,United States,Seattle,,,
E03027,ELIJAH WATSON,Sr. Manger,Sales,Manufacturing,Male,Caucasian,29,16-03-2017,"$1,51,413 ",15% ,United States,Seattle,,,
E03042,AVA NELSON,Systems Analyst,IT,Manufacturing,Female,Caucasian,63,01-04-1992,"$53,809 ",0% ,United States,Phoenix,,,
E03045,ANDREW HUYNH,Business Partner,Human Resources,Speciality Products,Male,Asian,57,28-04-1997,"$54,051 ",0% ,United States,Miami,11-10-1998,,
E03047,GABRIELLA GUPTA,Sr. Account Representative,Sales,Corporate,Female,Asian,41,15-02-2005,"$95,372 ",0% ,China,Shanghai,,,
E03055,AUSTIN ROJAS,Vice President,Finance,Corporate,Male,Latino,29,05-12-2018,"$1,99,504 ",30% ,United States,Austin,,,
E03058,ANGEL XIONG,Vice President,IT,Research & Development,Male,Asian,35,11-06-2015,"$2,34,723 ",36% ,China,Shanghai,,,
E03059,HAILEY DANG,Manager,Marketing,Manufacturing,Female,Asian,64,21-09-2019,"$1,08,780 ",6% ,China,Shanghai,,,
E03061,VIVIAN LEWIS,Manager,Marketing,Manufacturing,Female,Caucasian,65,07-09-2011,"$1,04,903 ",10% ,United States,Columbus,,,
E03064,LINCOLN FONG,Analyst II,Sales,Speciality Products,Male,Asian,31,17-02-2020,"$67,171 ",0% ,China,Chongqing,01-05-2021,,
E03065,EZRA ORTIZ,Quality Engineer,Engineering,Research & Development,Male,Latino,41,21-01-2012,"$94,658 ",0% ,United States,Miami,,,
E03081,AYLA BROWN,Sr. Manger,Sales,Manufacturing,Female,Caucasian,49,15-04-2013,"$1,28,303 ",15% ,United States,Phoenix,,,
E03090,PENELOPE CHOI,Technical Architect,IT,Speciality Products,Female,Asian,49,10-09-2010,"$72,826 ",0% ,China,Beijing,,,
E03094,WESLEY YOUNG,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,18-09-2016,"$98,427 ",0% ,United States,Columbus,,,
E03096,KENNEDY ZHANG,Director,Finance,Research & Development,Female,Asian,63,27-10-2000,"$1,55,320 ",17% ,China,Chongqing,,,
E03097,BROOKS STEWART,HRIS Analyst,Human Resources,Manufacturing,Male,Black,45,19-12-2015,"$51,983 ",0% ,United States,Columbus,,,
E03102,COOPER VALDEZ,Manager,Sales,Corporate,Male,Latino,50,25-04-2012,"$1,13,269 ",9% ,Brazil,Sao Paulo,,,
E03106,XAVIER DAVIS,Vice President,Finance,Corporate,Male,Caucasian,36,17-01-2009,"$2,38,236 ",31% ,United States,Seattle,,,
E03113,WILLOW CHEN,Manager,Accounting,Corporate,Female,Asian,50,03-09-2012,"$1,02,033 ",8% ,United States,Austin,,,
E03114,JAMESON JUAREZ,Development Engineer,Engineering,Speciality Products,Male,Latino,62,09-10-1994,"$98,230 ",0% ,United States,Miami,,,
E03124,CALEB NELSON,Director,Marketing,Corporate,Male,Caucasian,33,12-06-2017,"$1,64,396 ",29% ,United States,Columbus,,,
E03131,EZEKIEL REED,Sr. Manger,IT,Manufacturing,Male,Caucasian,37,25-02-2014,"$1,28,984 ",12% ,United States,Miami,01-05-2021,,
E03149,LAYLA COLLINS,IT Systems Architect,IT,Speciality Products,Female,Caucasian,26,11-03-2021,"$74,170 ",0% ,United States,Austin,,,
E03159,CLAIRE ROMERO,Vice President,Marketing,Manufacturing,Female,Latino,37,21-07-2011,"$2,19,474 ",36% ,Brazil,Manaus,,,
E03160,CARTER ORTIZ,Quality Engineer,Engineering,Speciality Products,Male,Latino,54,29-04-2012,"$96,441 ",0% ,Brazil,Sao Paulo,,,
E03166,AUSTIN EDWARDS,IT Coordinator,IT,Manufacturing,Male,Black,42,24-09-2006,"$52,733 ",0% ,United States,Chicago,,,
E03167,LUKE ZHENG,Director,Human Resources,Speciality Products,Male,Asian,39,28-11-2006,"$1,61,690 ",29% ,China,Beijing,,,
E03168,NORA LE,Sr. Manger,IT,Manufacturing,Female,Asian,53,12-04-1997,"$1,54,388 ",10% ,United States,Seattle,,,
